sample_name	Sample_or_Control	UCSD_split	birthplace	orig_seqrunid	date_startcollection	cohort	mouse_line	site_line	house_siteline	house_siteline_split_UCSD_Jax	house_siteline_UCSDJax	house_siteline_bcmJAX	dob	host_age	host_age_units	parity	cage	submission_date	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_origid	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	esMM	esKP	esSO	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	toMedian1002000	study_topic	institution	vivarium	room	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_real_33_77	CST_char	Longitudinal_basleine	GBS_study	FPVS	estrous
GBS15d0	True Sample	none	BCM	Patras_15d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/12/20	22.71428571	weeks	nulliparous	GBS1_05	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2872	15a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS15d3	True Sample	none	BCM	Patras_15d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/12/20	22.71428571	weeks	nulliparous	GBS1_05	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2872	15a									3	GBS	1500000	126660341.6	133606557.4	10264942.53		Colonized		Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS16d0	True Sample	none	BCM	Patras_16d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/12/20	22.71428571	weeks	nulliparous	GBS1_05	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2873	16a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	5	6	VI		GBS	none	none
GBS16d3	True Sample	none	BCM	Patras_16d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/12/20	22.71428571	weeks	nulliparous	GBS1_05	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2873	16a									3	GBS	3780000	74453551.91	70895522.39	16357.67947		Colonized		Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	5	6	VI		GBS	none	none
GBS17d0	True Sample	none	BCM	Patras_17d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/16/20	22.14285714	weeks	nulliparous	GBS1_06	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2874	17a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS17d3	True Sample	none	BCM	Patras_17d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/16/20	22.14285714	weeks	nulliparous	GBS1_06	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2874	17a									3	GBS	2040000	101439790.6	133534136.5	6031.690141		Colonized		Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS18d0	True Sample	none	BCM	Patras_18d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/16/20	22.14285714	weeks	nulliparous	GBS1_06	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2875	18a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS18d3	True Sample	none	BCM	Patras_18d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/16/20	22.14285714	weeks	nulliparous	GBS1_06	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2875	18a									3	GBS	4380000	257796257.8	43189368.77	40313.40034		Colonized		Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS19d0	True Sample	none	BCM	Patras_19d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/18/20	21.85714286	weeks	nulliparous	GBS1_07	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2881	19a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS19d3	True Sample	none	BCM	Patras_19d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/18/20	21.85714286	weeks	nulliparous	GBS1_07	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2881	19a									3	GBS	6660	1270114.943	1578282.828	22941.75476		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS20d0	True Sample	none	BCM	Patras_20d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/18/20	21.85714286	weeks	nulliparous	GBS1_07	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2882	20a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS20d3	True Sample	none	BCM	Patras_20d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/18/20	21.85714286	weeks	nulliparous	GBS1_07	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2882	20a									3	GBS	600	431937.1728	1539589.443	2154.123711		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS21d0	True Sample	none	BCM	Patras_21d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/18/20	21.85714286	weeks	nulliparous	GBS1_07	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2883	21a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS21d3	True Sample	none	BCM	Patras_21d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	3/18/20	21.85714286	weeks	nulliparous	GBS1_07	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2883	21a									3	GBS	17400	155826.5583	532945.7364	10191.17647		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS22d0	True Sample	none	BCM	Patras_22d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_08	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2906	22a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS22d3	True Sample	none	BCM	Patras_22d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_08	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2906	22a									3	GBS	55200	11152416.36	4866666.667	23358.50714		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS23d0	True Sample	none	BCM	Patras_23d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_08	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2907	23a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS23d3	True Sample	none	BCM	Patras_23d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_08	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2907	23a									3	GBS	738000	13095238.1	44719827.59	17986.33692		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS24d0	True Sample	none	BCM	Patras_24d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2900	24a									0	None								Clear		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS24d3	True Sample	none	BCM	Patras_24d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2900	24a									3	GBS	0					Clear		Clear	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS24d7	True Sample	none	BCM	Patras_24d7HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2900	24a									7	GBS	0	8643.617021	5000	0			Clear	Clear	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS25d0	True Sample	none	BCM	Patras_25d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2901	25a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS25d3	True Sample	none	BCM	Patras_25d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2901	25a									3	GBS	1002000					Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS25d7	True Sample	none	BCM	Patras_25d7HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2901	25a									7	GBS	2580000	161184210.5	29956427.02	280315.1659			Colonized	Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS26d0	True Sample	none	BCM	Patras_26d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2902	26a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS26d3	True Sample	none	BCM	Patras_26d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2902	26a									3	GBS	606000					Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS26d7	True Sample	none	BCM	Patras_26d7HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2902	26a									7	GBS	1680000	49494949.49	42763157.89	52836.09078			Colonized	Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	1	5	V		GBS	none	none
GBS27d0	True Sample	none	BCM	Patras_27d0HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2903	27a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS27d3	True Sample	none	BCM	Patras_27d3HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2903	27a									3	GBS	300000					Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS27d7	True Sample	none	BCM	Patras_27d7HUVANI2	8/18/20	2020Aug	HMB	BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	BCM_BCM_HMB	4/4/20	19.42857143	weeks	nulliparous	GBS1_09	January252021	b	vaginal community	vaginal tract	vaginal swab	HMB_vaginal tract	JC2903	27a									7	GBS	540000	117676767.7	52763819.1	688029.9026			Colonized	Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus	3	4	IV		GBS	none	none
GBS28d0	True Sample	none	BCM	Patras_28d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	28a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS28d3	True Sample	none	BCM	Patras_28d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	28a									3	GBS	450000	38429054.05	90534979.42	2146792.453		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS29d0	True Sample	none	BCM	Patras_29d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	29a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS29d3	True Sample	none	BCM	Patras_29d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	29a									3	GBS	1680000	33962264.15	72115384.62	8128760.951		Colonized		Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS30d0	True Sample	none	BCM	Patras_30d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	30a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS30d3	True Sample	none	BCM	Patras_30d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	30a									3	GBS	4380					Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS30d7	True Sample	none	BCM	Patras_30d7HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	30a									7	GBS	570000	37099494.1	33248081.84	3675774.059			Colonized	Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS31d3	True Sample	none	BCM	Patras_31d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	31a									3	GBS	67200					Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS31d7	True Sample	none	BCM	Patras_31d7HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	4/20/20	17.14285714	weeks	nulliparous	GBS1_10	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	31a									7	GBS	270000	26848591.55	30678851.17	14735208.87			Colonized	Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS32d0	True Sample	none	BCM	Patras_32d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	6/29/20	7.142857143	weeks	nulliparous	GBS1_11	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	32a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS32d3	True Sample	none	BCM	Patras_32d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	6/29/20	7.142857143	weeks	nulliparous	GBS1_11	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	32a									3	GBS	402000	31645569.62	59659090.91	3587427.184		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS33d0	True Sample	none	BCM	Patras_33d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	6/29/20	7.142857143	weeks	nulliparous	GBS1_11	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	33a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS33d3	True Sample	none	BCM	Patras_33d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	6/29/20	7.142857143	weeks	nulliparous	GBS1_11	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	33a									3	GBS	192000	17034068.14	26916058.39	2443646.617		Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS34d0	True Sample	none	BCM	Patras_34d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	6/29/20	7.142857143	weeks	nulliparous	GBS1_11	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	34a									0	None										HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS35d0	True Sample	none	BCM	Patras_35d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	7/3/20	6.571428571	weeks	nulliparous	GBS1_12	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	35a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS35d3	True Sample	none	BCM	Patras_35d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	7/3/20	6.571428571	weeks	nulliparous	GBS1_12	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	35a									3	GBS	79800					Colonized		Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS35d7	True Sample	none	BCM	Patras_35d7HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	7/3/20	6.571428571	weeks	nulliparous	GBS1_12	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	35a									7	GBS	402000	41053921.57	50283286.12	112047.3888			Colonized	Colonized	Low	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS36d0	True Sample	none	BCM	Patras_36d0HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	7/3/20	6.571428571	weeks	nulliparous	GBS1_12	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	36a									0	None								Colonized		HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
GBS36d3	True Sample	none	BCM	Patras_36d3HUVANI2	8/18/20	2020Aug	Conventional	BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	BCM_BCM_Conventional	7/3/20	6.571428571	weeks	nulliparous	GBS1_12	January252021	b	vaginal community	vaginal tract	vaginal swab	Conventional_vaginal tract	CCM C57/Bl6	36a									3	GBS	1920000					Colonized		Colonized	High	HMB_GBSchallenge	BCM	BCM_Taub		reproductive system	mucus	vagina	C57BL/6	adult	Mus musculus					GBS	none	none
