sample_name	birthplace	date_startcollection	cohort	mouse_line	site_line	host_age	host_age_units	group_study	representation	body_site	collection_method	line_site	origmouse_name	mouse_id	estrous_stage	Prog_high	Prog_transition	Prog_mix	Estrogen_hi	tp_days	treatment	swabGBS_CFU	VTGBS_CFU	CGBS_CFU	UGBS_CFU	VS_clearD1	VS_clearD3	VS_clearD7	Uterine_clearance	study_topic	vivarium	host_body_habitat	host_body_product	host_body_site	host_common_name	host_life_stage	host_scientific_name	CST	CST_categorical
12502.6P19	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					P19						6	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6P20	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					P20						6	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6P21	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					P21						6	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6P22	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					P22						6	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6P23	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					P23						6	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6P24	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					P24						6	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6P25	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					P25						6	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0Blank2	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.0Blank3	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.1Blank2	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.1Blank3	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.1Blank3KO	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.2Blank2	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.2Blank3	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.3Blank2	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.3Blank3	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.3Blank3KO	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.5Blank3KO	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.6Blank2	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.6Blank3	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.pHMOBlank	not applicable		pre2020			not applicable	weeks		blank					not applicable						not applicable	not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		integumentary system	milk	mammary gland	not applicable	not applicable	not applicable	0	0
12502.0C1	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C1							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C10	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C10							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C2	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C2							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C3	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C3							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C4	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C4							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C5	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C5							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C6	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C6							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C7	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C7							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C8	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C8							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0C9	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C9							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C1	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C1							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C10	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C10							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C2	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C2							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C3	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C3							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C4	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C4							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C5	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C5							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C6	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C6							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C7	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C7							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C8	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C8							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.6C9	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					C9							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L1	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L1							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L10	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L10							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L2	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L2							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L3	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L3							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L4	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L4							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L5	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L5							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L6	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L6							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L7	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L7							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L8	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L8							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0L9	Jackson Labs		pre2020	Conventional	Jackson Labs_Conventional	8	weeks		vaginal community					L9							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		reproductive system	mucus	vagina	C57/Bl6	adult	Mus musculus	0	0
12502.0Blank	not applicable		pre2020			not applicable	weeks		blank					0Blank							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.1Blank	not applicable		pre2020			not applicable	weeks		blank					1Blank							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.2Blank	not applicable		pre2020			not applicable	weeks		blank					2Blank							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.3Blank	not applicable		pre2020			not applicable	weeks		blank					3Blank							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
12502.6Blank	not applicable		pre2020			not applicable	weeks		blank					6Blank							not applicable									Impact of human milk oligosaccharides on mouse vaginal microbiota		not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	none	none
